timestamp,latitude,longitude,id_indicator,sst_measurement_method,sea_surface_temp
2000-02-28 07:00:00 UTC,32.5,-79.1,3,1,17.8
2000-04-24 13:00:00 UTC,32.5,-79.1,3,1,21.8
2000-12-02 12:00:00 UTC,32.5,-79.1,3,1,21.6
1944-08-21 13:00:00 UTC,32.5,-80,,0,26.7
2000-08-22 16:00:00 UTC,32.5,-79.1,3,1,27.5
2000-01-24 10:00:00 UTC,32.5,-79.1,3,1,20.1
2000-03-01 21:00:00 UTC,32.5,-79.1,3,1,21.4
2000-07-02 21:00:00 UTC,32.5,-79.1,3,1,26.8
2000-01-31 20:00:00 UTC,32.5,-79.1,3,1,18.8
2000-05-19 23:00:00 UTC,32.5,-79.1,3,1,23.4
1965-11-14 01:27:00 UTC,32.37,-79.25,6,11,24.8
1951-05-10 14:55:00 UTC,32.67,-79.7,6,11,22.9
1980-08-07 03:54:00 UTC,32.5,-79.71,6,11,28.7
1965-12-18 15:49:00 UTC,32.1,-79.1,6,0,23.5
1949-05-11 20:00:00 UTC,32.52,-79.3,6,11,23.4
1971-12-24 12:00:00 UTC,32.6,-80,1,,21.6
1994-12-27 23:49:00 UTC,32.5,-79.1,3,,22.2
1992-11-07 15:13:00 UTC,32.5,-79.1,3,,24.3
1994-12-17 23:49:00 UTC,32.5,-79.1,3,,22.2
1999-09-04 05:49:00 UTC,32.5,-79.1,3,,26.3
1995-02-28 17:49:00 UTC,32.5,-79.1,3,,17.2
1995-05-21 11:49:00 UTC,32.5,-79.1,3,,23.5
1995-05-01 17:49:00 UTC,32.5,-79.1,3,,22.7
1996-07-09 23:49:00 UTC,32.5,-79.1,3,,26.8
1995-05-18 23:49:00 UTC,32.5,-79.1,3,,23.5
1995-01-31 23:49:00 UTC,32.5,-79.1,3,,18.8
1995-06-25 05:49:00 UTC,32.5,-79.1,3,,25.8
1995-03-21 05:49:00 UTC,32.5,-79.1,3,,22.3
1994-01-26 11:49:00 UTC,32.5,-79.1,3,,12.8
1995-04-21 08:49:00 UTC,32.5,-79.1,3,,21.4
1995-02-28 14:49:00 UTC,32.5,-79.1,3,,16.4
1995-07-15 14:49:00 UTC,32.5,-79.1,3,,28.4
1995-01-01 02:49:00 UTC,32.5,-79.1,3,,21.1
1995-02-28 11:49:00 UTC,32.5,-79.1,3,,16.4
1994-12-19 17:49:00 UTC,32.5,-79.1,3,,22.2
1995-06-22 14:49:00 UTC,32.5,-79.1,3,,25.3
1995-06-01 23:49:00 UTC,32.5,-79.1,3,,26.1
1995-05-20 11:49:00 UTC,32.5,-79.1,3,,23.5
1995-04-30 17:49:00 UTC,32.5,-79.1,3,,22.2
1995-06-01 23:49:00 UTC,32.5,-79.1,3,,26.1
1995-05-28 23:49:00 UTC,32.5,-79.1,3,,25.3
1995-01-31 02:49:00 UTC,32.5,-79.1,3,,19.1
1977-08-07 12:00:00 UTC,32.6,-79.7,1,,28
1974-06-06 18:00:00 UTC,32.6,-79.3,1,,30
1988-01-29 12:00:00 UTC,32.3,-79.1,1,,20
1988-02-28 00:00:00 UTC,32.2,-79.2,1,,18.8
1987-05-16 12:00:00 UTC,32.2,-79.8,1,,21.7
1982-08-26 12:00:00 UTC,32.4,-79.3,1,,24.4
1996-01-03 07:00:00 UTC,32.8,-79.9,1,3,10.6
1996-11-06 14:00:00 UTC,32.8,-79.9,1,3,19.9
1997-05-15 08:00:00 UTC,32.9,-80,1,,21.4
1997-05-13 02:00:00 UTC,32.9,-80,1,,21.6
1973-12-30 06:00:00 UTC,32.2,-79.1,,9,21.3
2000-07-29 01:00:00 UTC,32.8,-79.9,1,3,29.2
1992-05-16 14:00:00 UTC,32.4,-79.2,1,0,25.1
2000-10-23 07:00:00 UTC,32.8,-79.9,1,4,22.5
1988-02-28 18:00:00 UTC,32.8,-79.3,1,0,12.5
2000-09-21 22:00:00 UTC,32.8,-79.9,1,4,27.5
1997-05-15 12:00:00 UTC,32.9,-79.9,1,7,21.6
1998-06-08 05:00:00 UTC,32.3,-79.3,1,3,25.8
1997-09-19 21:00:00 UTC,32.6,-79.6,1,0,27.2
1996-09-09 04:00:00 UTC,32.3,-79.4,1,7,27.7
1997-05-26 02:00:00 UTC,32.4,-79.2,1,0,23.6
1997-07-22 23:00:00 UTC,32.8,-79.9,1,0,29.4
1997-05-16 00:00:00 UTC,32.9,-79.9,1,7,22.1
1998-10-27 21:00:00 UTC,32.1,-79.7,1,1,24.3
1984-02-28 00:00:00 UTC,32.1,-79.8,1,0,15.4
1975-10-31 06:00:00 UTC,32.6,-79.3,1,,26.7
1984-02-28 12:00:00 UTC,32.2,-79.6,1,,18.3
1991-04-16 18:00:00 UTC,32.1,-79.5,1,1,20.6
1978-09-23 00:00:00 UTC,33,-79.9,1,,28.9
1986-02-28 20:00:00 UTC,32.2,-79.2,1,1,22.2
1992-05-05 12:00:00 UTC,32.4,-79.2,1,,20
1934-04-20 17:00:00 UTC,32.5,-79.5,10,,23
1924-12-20 12:00:00 UTC,32.17,-79.67,10,,17.8
1963-07-02 00:00:00 UTC,32.4,-79.3,,,29
1963-12-12 18:00:00 UTC,32.3,-79.7,,,22
1969-08-29 12:00:00 UTC,32.7,-79.5,,,28.4
1971-05-28 00:00:00 UTC,32.3,-80.2,,,21.6
1942-10-25 00:00:00 UTC,32.8,-79.9,10,,21.7
1980-12-08 12:00:00 UTC,32.2,-79.5,2,9,22.2
1984-08-12 06:00:00 UTC,32.6,-79.1,1,,27.8
1997-03-20 15:00:00 UTC,32.2,-79.4,1,1,25
1963-10-17 18:00:00 UTC,32.5,-79.5,9,,25
1968-01-13 18:00:00 UTC,32.5,-79.2,9,0,18.9
1998-05-07 18:00:00 UTC,32.2,-79.6,1,1,22.2
1982-02-28 00:00:00 UTC,32.6,-79.5,1,0,12.1
1978-01-24 00:00:00 UTC,32.3,-79.1,1,,14.4
1978-09-30 22:00:00 UTC,32.1,-79.5,1,,26.7
1974-08-11 06:00:00 UTC,32.3,-79.5,,9,30
1968-08-18 15:00:00 UTC,32.2,-80.2,9,0,27.8
1965-09-02 18:00:00 UTC,32.1,-79.8,,,26.4
1972-01-23 15:00:00 UTC,32.5,-79.7,0,,14.4
1959-08-02 00:00:00 UTC,32.4,-79.9,,10,27.8
1962-03-07 18:00:00 UTC,32.4,-79.1,10,,22.2
1985-10-30 06:00:00 UTC,32.7,-79.3,0,4,23.5
1986-11-17 03:00:00 UTC,33.2,-79.2,1,,15.4
1971-08-04 18:00:00 UTC,32.4,-80.1,0,,30
1972-09-09 18:00:00 UTC,32.5,-80.6,0,,26.1
1986-07-18 00:00:00 UTC,32.7,-79.6,1,,29.4
1976-10-11 06:00:00 UTC,32.8,-79.1,1,,23.3
1971-09-08 00:00:00 UTC,32.2,-79.9,0,,27.2
1959-10-29 00:00:00 UTC,32.5,-79.2,10,,22.2
1959-07-01 00:00:00 UTC,32.3,-79.7,10,,29.4
1966-10-22 18:00:00 UTC,32.5,-79.2,9,,22.8
1967-08-05 18:00:00 UTC,32.3,-80,9,,26.7
1967-04-10 18:00:00 UTC,32.4,-79.6,9,,18.3
1969-03-20 00:00:00 UTC,32.6,-79.6,9,0,15.6
1966-05-27 00:00:00 UTC,32.3,-79.4,9,,22.8
1966-11-10 18:00:00 UTC,32.6,-79.7,9,,18.9
1968-02-28 06:00:00 UTC,32.2,-79.7,9,0,18.3
1971-03-19 06:00:00 UTC,32.6,-79.2,1,,16.7
1971-07-29 06:00:00 UTC,32.5,-80.1,0,,30
1971-06-17 00:00:00 UTC,32.3,-79.9,1,,25.6
1960-08-03 00:00:00 UTC,32.6,-79.2,10,,25.6
1978-05-29 06:00:00 UTC,32.5,-79.3,1,,26.7
1977-08-14 00:00:00 UTC,32.3,-79.3,2,,27.5
1996-05-04 15:00:00 UTC,32.6,-79.7,1,,20
1976-04-27 18:00:00 UTC,32.3,-79.1,1,,22.2
1996-04-21 09:00:00 UTC,32.5,-79.5,1,1,18.5
1973-09-29 18:00:00 UTC,32.3,-79.3,,,29
1949-04-24 06:00:00 UTC,32.2,-79.7,10,,23.3
1956-08-24 12:00:00 UTC,32.3,-79.6,,,28.9
1937-10-07 00:00:00 UTC,32.1,-79.4,10,1,27.8
1940-02-29 12:00:00 UTC,32.4,-79.7,10,1,10
1925-04-22 21:00:00 UTC,32.5,-79.5,,10,20.1
1935-06-07 09:00:00 UTC,32.5,-79.5,,10,24.8
2000-03-21 05:49:00 UTC,32.5,-79.1,3,,19.2
2000-08-02 14:49:00 UTC,32.5,-79.1,3,,28.1
2000-09-11 02:49:00 UTC,32.5,-79.1,3,,27.2
2000-11-15 11:49:00 UTC,32.5,-79.1,3,,23.9
2000-10-29 11:49:00 UTC,32.5,-79.1,3,,23.9
2000-05-10 17:49:00 UTC,32.5,-79.1,3,,22.8
2000-02-28 08:49:00 UTC,32.5,-79.1,3,,17.8
2000-10-30 11:49:00 UTC,32.5,-79.1,3,,24
2000-12-19 20:49:00 UTC,32.5,-79.1,3,,21.1
2000-08-09 17:49:00 UTC,32.5,-79.1,3,,28.5
2000-06-17 02:49:00 UTC,32.5,-79.1,3,,26.8
2000-07-17 17:49:00 UTC,32.5,-79.1,3,,28.4
2000-03-01 11:49:00 UTC,32.5,-79.1,3,,20.8
2000-11-26 20:49:00 UTC,32.5,-79.1,3,,20.7
2000-02-28 02:49:00 UTC,32.5,-79.1,3,,18.8
2000-08-21 02:49:00 UTC,32.5,-79.1,3,,27.7
2000-05-07 17:49:00 UTC,32.5,-79.1,3,,23
2000-10-16 14:49:00 UTC,32.5,-79.1,3,,25.4
1999-12-21 23:49:00 UTC,32.5,-79.1,3,,22.4
2000-02-28 05:49:00 UTC,32.5,-79.1,3,,17.4
2000-03-13 08:49:00 UTC,32.5,-79.1,3,,19.6
1999-06-19 14:49:00 UTC,32.5,-79.1,3,,25.5
2000-01-01 17:49:00 UTC,32.5,-79.1,3,,20.1
2000-06-16 08:49:00 UTC,32.5,-79.1,3,,26.5
2000-10-08 02:49:00 UTC,32.5,-79.1,3,,26.3
2000-02-28 23:49:00 UTC,32.5,-79.1,3,,17.9
2000-02-28 23:49:00 UTC,32.5,-79.1,3,,18.6
2000-04-01 02:49:00 UTC,32.5,-79.1,3,,20.5
2000-11-03 08:49:00 UTC,32.5,-79.1,3,,23.6
2000-11-14 02:49:00 UTC,32.5,-79.1,3,,24.6
2000-01-09 20:49:00 UTC,32.5,-79.1,3,,22.6
2000-06-06 14:49:00 UTC,32.5,-79.1,3,,24.9
2000-09-18 14:49:00 UTC,32.5,-79.1,3,,27.3
2000-04-25 20:49:00 UTC,32.5,-79.1,3,,20.5
1999-08-24 11:49:00 UTC,32.5,-79.1,3,,28.9
2000-05-17 02:49:00 UTC,32.5,-79.1,3,,22.7
2000-07-28 17:49:00 UTC,32.5,-79.1,3,,28.5
1881-01-03 17:00:00 UTC,32.68,-79.67,10,0,9.5
1913-10-18 09:00:00 UTC,32.5,-79.5,10,10,23.4
1998-11-29 14:49:00 UTC,32.5,-79.1,3,,23.8
1999-04-01 05:49:00 UTC,32.5,-79.1,3,,21.2
1994-10-06 23:49:00 UTC,32.5,-79.1,3,,24.5
1996-02-28 20:49:00 UTC,32.5,-79.1,3,,17.5
1997-01-10 23:49:00 UTC,32.5,-79.1,3,,19.8
1994-08-09 02:49:00 UTC,32.5,-79.1,3,,26.8
1995-09-10 17:49:00 UTC,32.5,-79.1,3,,27.4
1994-12-08 11:49:00 UTC,32.5,-79.1,3,,22.7
1996-06-30 23:49:00 UTC,32.5,-79.1,3,,26.9
1994-12-07 08:49:00 UTC,32.5,-79.1,3,,22.7
1996-07-09 02:49:00 UTC,32.5,-79.1,3,,26.6
1996-08-25 02:49:00 UTC,32.5,-79.1,3,,28.1
1994-10-26 20:49:00 UTC,32.5,-79.1,3,,22.2
1993-11-25 08:49:00 UTC,32.5,-79.1,3,,22.2
1996-06-14 20:49:00 UTC,32.5,-79.1,3,,26.1
1996-02-28 20:49:00 UTC,32.5,-79.1,3,,16.8
1996-02-28 11:49:00 UTC,32.5,-79.1,3,,15.7
1994-08-10 08:49:00 UTC,32.5,-79.1,3,,25.9
1993-10-17 17:49:00 UTC,32.5,-79.1,3,,25
1994-01-03 20:49:00 UTC,32.5,-79.1,3,,20.6
1994-06-28 20:49:00 UTC,32.5,-79.1,3,,25.8
1993-12-12 11:49:00 UTC,32.5,-79.1,3,,21.2
1994-08-30 11:49:00 UTC,32.5,-79.1,3,,26.6
1992-08-29 09:13:00 UTC,32.5,-79.1,3,,26.6
1996-06-26 08:49:00 UTC,32.5,-79.1,3,,27.4
1992-09-03 06:13:00 UTC,32.5,-79.1,3,,27.4
1996-05-17 05:49:00 UTC,32.5,-79.1,3,,21.4
1998-11-11 17:49:00 UTC,32.5,-79.1,3,,23.5
1992-09-30 18:13:00 UTC,32.5,-79.1,3,,26.1
1993-12-28 05:49:00 UTC,32.5,-79.1,3,,18.8
1999-03-18 23:49:00 UTC,32.5,-79.1,3,,19.5
1995-11-16 23:49:00 UTC,32.5,-79.1,3,,22.2
1993-08-24 14:49:00 UTC,32.5,-79.1,3,,29.2
1995-08-21 05:49:00 UTC,32.5,-79.1,3,,28.1
1993-11-21 11:49:00 UTC,32.5,-79.1,3,,23
1994-09-24 05:49:00 UTC,32.5,-79.1,3,,25.3
1997-01-23 02:49:00 UTC,32.5,-79.1,3,,18
1999-04-28 14:49:00 UTC,32.5,-79.1,3,,21.5
1992-11-27 09:13:00 UTC,32.5,-79.1,3,,23.1
1993-12-01 02:49:00 UTC,32.5,-79.1,3,,23
1999-02-28 05:49:00 UTC,32.5,-79.1,3,,19.6
1994-07-30 17:49:00 UTC,32.5,-79.1,3,,27.3
1996-07-16 20:49:00 UTC,32.5,-79.1,3,,28.2
1994-08-20 05:49:00 UTC,32.5,-79.1,3,,26.6
1994-09-22 08:49:00 UTC,32.5,-79.1,3,,25.3
1996-06-08 05:49:00 UTC,32.5,-79.1,3,,25.4
1997-01-16 08:49:00 UTC,32.5,-79.1,3,,19.1
1998-11-22 14:49:00 UTC,32.5,-79.1,3,,23.8
1996-05-09 23:49:00 UTC,32.5,-79.1,3,,22.2
1992-11-27 21:13:00 UTC,32.5,-79.1,3,,23
1992-10-26 12:13:00 UTC,32.5,-79.1,3,,25.8
1994-10-17 08:49:00 UTC,32.5,-79.1,3,,23.4
1995-09-26 17:49:00 UTC,32.5,-79.1,3,,26.6
1994-11-18 23:49:00 UTC,32.5,-79.1,3,,22.7
1996-07-03 17:49:00 UTC,32.5,-79.1,3,,27.3
1996-08-10 08:49:00 UTC,32.5,-79.1,3,,28.1
1996-05-17 17:49:00 UTC,32.5,-79.1,3,,21.5
1995-10-11 20:49:00 UTC,32.5,-79.1,3,,25.8
1992-06-25 15:13:00 UTC,32.5,-79.1,3,,26.1
1992-09-08 21:13:00 UTC,32.5,-79.1,3,,27.4
1996-01-11 02:49:00 UTC,32.5,-79.1,3,,18.4
1999-04-21 20:49:00 UTC,32.5,-79.1,3,,21.1
1995-12-16 20:49:00 UTC,32.5,-79.1,3,,20.6
1998-11-25 23:49:00 UTC,32.5,-79.1,3,,24.5
1992-08-24 18:13:00 UTC,32.5,-79.1,3,,27.3
1995-11-05 20:49:00 UTC,32.5,-79.1,3,,24.3
1996-05-17 23:49:00 UTC,32.5,-79.1,3,,22.2
1994-10-12 14:49:00 UTC,32.5,-79.1,3,,23.8
1994-08-25 23:49:00 UTC,32.5,-79.1,3,,26.6
1998-11-22 17:49:00 UTC,32.5,-79.1,3,,23.8
1996-08-01 17:49:00 UTC,32.5,-79.1,3,,28
1996-04-30 17:49:00 UTC,32.5,-79.1,3,,18.8
1998-11-09 11:49:00 UTC,32.5,-79.1,3,,23.7
1994-10-14 02:49:00 UTC,32.5,-79.1,3,,23.7
1996-03-20 14:49:00 UTC,32.5,-79.1,3,,15.3
1993-09-12 02:49:00 UTC,32.5,-79.1,3,,27.7
1996-02-28 02:49:00 UTC,32.5,-79.1,3,,15.7
1999-03-08 11:49:00 UTC,32.5,-79.1,3,,18.8
1995-08-19 11:49:00 UTC,32.5,-79.1,3,,28.4
1996-06-20 02:49:00 UTC,32.5,-79.1,3,,26.1
1992-08-26 06:13:00 UTC,32.5,-79.1,3,,27.4
1996-07-23 14:49:00 UTC,32.5,-79.1,3,,27
1994-08-15 20:49:00 UTC,32.5,-79.1,3,,26.9
1994-11-03 11:49:00 UTC,32.5,-79.1,3,,22.7
1999-02-28 14:49:00 UTC,32.5,-79.1,3,,19
2000-03-12 20:00:00 UTC,32.5,-79.1,3,1,19.7
2000-03-10 10:00:00 UTC,32.5,-79.1,3,1,18.7
1993-08-04 08:49:00 UTC,32.5,-79.1,3,,27.6
1993-05-01 03:13:00 UTC,32.5,-79.1,3,,18.3
1993-03-16 09:13:00 UTC,32.5,-79.1,3,,14.5
1993-02-28 18:13:00 UTC,32.5,-79.1,3,,16.8
1993-02-28 09:13:00 UTC,32.5,-79.1,3,,21.5
1993-03-14 06:13:00 UTC,32.5,-79.1,3,,16.8
1993-02-28 18:13:00 UTC,32.5,-79.1,3,,19.9
1993-03-10 15:13:00 UTC,32.5,-79.1,3,,18.3
1993-03-09 18:13:00 UTC,32.5,-79.1,3,,18.7
1993-03-03 06:13:00 UTC,32.5,-79.1,3,,18.4
1993-02-28 00:13:00 UTC,32.5,-79.1,3,,19.1
1993-01-21 12:13:00 UTC,32.5,-79.1,3,,21.4
1993-03-21 18:13:00 UTC,32.5,-79.1,3,,19.1
1993-01-25 03:13:00 UTC,32.5,-79.1,3,,20.6
1995-01-31 05:49:00 UTC,32.5,-79.1,3,,18.8
1992-12-01 15:13:00 UTC,32.5,-79.1,3,,22.2
1992-11-11 03:13:00 UTC,32.5,-79.1,3,,23.7
1985-06-03 17:10:00 UTC,32.76,-79.4,6,12,25.2
1962-01-10 19:00:00 UTC,32.4,-79.2,6,11,24.9
1998-04-22 16:10:00 UTC,32.27,-80.18,,12,18.5
1988-09-15 06:46:00 UTC,32.31,-79.5,6,12,26.3
1998-11-14 23:49:00 UTC,32.5,-79.1,3,,23.8
2000-10-15 14:00:00 UTC,32.5,-79.1,3,1,25.6
1943-02-28 17:00:00 UTC,32.5,-79.5,9,,23.3
2000-03-02 11:00:00 UTC,32.5,-79.1,3,1,20.3
2000-10-14 07:00:00 UTC,32.5,-79.1,3,1,25
2000-10-20 12:00:00 UTC,32.5,-79.1,3,1,25.6
2000-04-16 12:00:00 UTC,32.5,-79.1,3,1,20.7
1945-04-28 02:00:00 UTC,32.5,-79.5,,,25.6
2000-06-30 23:00:00 UTC,32.5,-79.1,3,1,27
2000-11-18 11:00:00 UTC,32.5,-79.1,3,1,23.9
2000-10-14 21:00:00 UTC,32.5,-79.1,3,1,25.2
2000-10-25 23:00:00 UTC,32.5,-79.1,3,1,25.1
2000-09-29 20:00:00 UTC,32.5,-79.1,3,1,25.9
2000-03-21 22:00:00 UTC,32.5,-79.1,3,1,18.9
2000-05-09 07:00:00 UTC,32.5,-79.1,3,1,22.6
2000-08-08 23:00:00 UTC,32.5,-79.1,3,1,27.8
2000-05-10 22:00:00 UTC,32.8,-79.9,1,3,24
2000-11-24 18:00:00 UTC,32.5,-79.1,3,1,21.8
2000-01-11 16:00:00 UTC,32.5,-79.1,3,1,20.6
1940-09-10 00:00:00 UTC,32.2,-79.3,10,1,27.8
2000-01-08 02:00:00 UTC,32.5,-79.1,3,1,20.1
2000-12-22 10:00:00 UTC,32.5,-79.1,3,1,21.3
2000-09-24 04:00:00 UTC,32.5,-79.1,3,1,26.7
2000-05-08 16:00:00 UTC,32.5,-79.1,3,1,22.9
2000-01-01 07:00:00 UTC,32.5,-79.1,3,1,21
2000-10-02 09:00:00 UTC,32.5,-79.1,3,1,25.1
2000-09-03 02:00:00 UTC,32.5,-79.1,3,1,28.3
2000-12-05 19:00:00 UTC,32.5,-79.1,3,1,20.4
2000-03-24 01:00:00 UTC,32.5,-79.1,3,1,19.3
2000-08-30 00:00:00 UTC,32.3,-79.3,1,0,29.2
2000-09-21 14:00:00 UTC,32.5,-79.1,3,1,27.1
2000-02-28 02:00:00 UTC,32.5,-79.1,3,1,18.2
2000-10-11 01:00:00 UTC,32.5,-79.1,3,1,24.6
2000-06-02 10:00:00 UTC,32.5,-79.1,3,1,25.1
2000-11-12 06:00:00 UTC,32.5,-79.1,3,1,23.4
1943-01-20 01:00:00 UTC,32.5,-79.5,9,,25.6
2000-08-05 09:00:00 UTC,32.5,-79.1,3,1,27.7
2000-02-28 21:00:00 UTC,32.5,-79.1,3,1,20.8
2000-03-21 19:00:00 UTC,32.5,-79.1,3,1,18.9
1966-04-18 22:48:00 UTC,32.37,-79.24,6,11,20.7
1954-08-25 10:43:00 UTC,32.62,-79.64,6,11,27.4
1976-01-13 01:30:00 UTC,32.5,-79.01,6,11,20.1
1971-12-02 12:00:00 UTC,32.7,-79.5,1,,16.7
1999-08-30 02:49:00 UTC,32.5,-79.1,3,,26.3
1994-12-27 08:49:00 UTC,32.5,-79.1,3,,21.4
1995-07-08 05:49:00 UTC,32.5,-79.1,3,,28.2
1995-06-07 23:49:00 UTC,32.5,-79.1,3,,24.3
1995-04-13 17:49:00 UTC,32.5,-79.1,3,,21.2
1995-01-08 05:49:00 UTC,32.5,-79.1,3,,21.1
1992-11-12 21:13:00 UTC,32.5,-79.1,3,,23.5
1999-09-04 11:49:00 UTC,32.5,-79.1,3,,26.2
1994-12-16 14:49:00 UTC,32.5,-79.1,3,,21.5
1995-04-17 14:49:00 UTC,32.5,-79.1,3,,22.2
1995-05-07 11:49:00 UTC,32.5,-79.1,3,,21.9
1995-06-26 20:49:00 UTC,32.5,-79.1,3,,26.1
1992-11-11 12:13:00 UTC,32.5,-79.1,3,,23.8
1992-11-01 03:13:00 UTC,32.5,-79.1,3,,25.1
1994-02-28 11:49:00 UTC,32.5,-79.1,3,,13.6
1995-01-02 05:49:00 UTC,32.5,-79.1,3,,21.2
1995-01-02 17:49:00 UTC,32.5,-79.1,3,,20.6
1995-02-28 20:49:00 UTC,32.5,-79.1,3,,16.7
1995-01-15 08:49:00 UTC,32.5,-79.1,3,,21.2
1995-05-04 08:49:00 UTC,32.5,-79.1,3,,21.4
1954-12-19 06:00:00 UTC,32.1,-80.2,10,,17.8
1979-04-22 06:00:00 UTC,32.7,-79.6,1,,20
1975-03-19 06:00:00 UTC,32.3,-79.4,1,,16.7
1988-11-21 18:00:00 UTC,32.8,-79.2,1,,20.6
1985-10-23 06:00:00 UTC,33.9,-79.6,1,,28.2
1984-12-13 18:00:00 UTC,32.7,-79.7,1,,25
1988-10-28 18:00:00 UTC,32.4,-79.2,1,,26.7
1983-12-06 06:00:00 UTC,32.4,-79.3,1,,20.6
1985-12-03 00:00:00 UTC,32.1,-79.4,1,,22.8
1973-10-13 12:00:00 UTC,32.2,-79.5,2,,24.4
1997-05-16 13:00:00 UTC,32.9,-80,1,,21.5
1983-03-17 06:00:00 UTC,32.5,-79.2,1,,16.1
1996-11-09 09:00:00 UTC,32.1,-80,1,1,23
1989-06-27 12:00:00 UTC,32.5,-80.6,1,,27.8
1964-07-25 12:00:00 UTC,32.1,-79.1,,,24.4
1965-11-30 00:00:00 UTC,32.5,-79.8,9,,12.8
1998-06-08 01:00:00 UTC,32.4,-79.3,1,3,26
1994-08-26 12:00:00 UTC,32.3,-79.7,1,0,25.2
1999-12-28 09:00:00 UTC,32.1,-80.9,1,3,11.8
1995-01-31 09:00:00 UTC,32.7,-79.3,1,1,14.4
1995-10-09 09:00:00 UTC,32.2,-79.7,1,1,26.6
2000-02-28 23:00:00 UTC,32.8,-79.9,1,4,8.2
1984-02-28 18:00:00 UTC,32.4,-79.1,0,,16.5
1998-09-15 23:00:00 UTC,32.7,-79.8,1,3,27
1997-05-12 10:00:00 UTC,32.9,-79.9,1,7,21.4
1997-04-27 12:00:00 UTC,32.5,-79.1,1,1,23
2000-09-20 23:00:00 UTC,32.7,-79.3,1,4,27.5
1997-09-02 10:00:00 UTC,32.7,-79.8,1,0,27.1
1997-05-13 07:00:00 UTC,32.9,-79.9,1,7,21.5
1994-03-14 18:00:00 UTC,32.1,-79.2,1,1,20
1988-04-30 06:00:00 UTC,32.1,-79.2,1,,21.1
1976-09-12 18:00:00 UTC,32.4,-79.8,1,,28.3
1991-04-01 12:00:00 UTC,32.7,-79.1,1,1,19
1936-01-21 18:00:00 UTC,32.5,-79.5,10,10,19
1926-12-28 12:00:00 UTC,32.38,-80.3,10,,17.8
1926-03-01 12:00:00 UTC,32.33,-79.43,10,,17.8
1921-09-21 12:00:00 UTC,32.23,-80.02,10,,28.9
1962-07-07 00:00:00 UTC,32.1,-79.6,,,25.5
1973-09-10 03:00:00 UTC,32.2,-79.9,10,0,28.7
1943-03-31 22:00:00 UTC,32.8,-79.9,10,,15
1942-11-01 04:00:00 UTC,32.8,-79.9,10,,20
1980-05-13 20:00:00 UTC,32.5,-79.7,1,9,22.2
1964-07-08 00:00:00 UTC,32.6,-79.1,9,,28
1998-05-19 12:00:00 UTC,32.2,-79.7,1,1,27.2
1982-07-09 06:00:00 UTC,32.2,-79.9,0,0,27.7
1986-10-22 12:00:00 UTC,32.6,-79.2,1,1,20.6
1983-11-14 00:00:00 UTC,32.1,-79.2,1,,23.9
1986-07-18 18:00:00 UTC,32.9,-79.1,1,,28.3
1978-04-13 18:00:00 UTC,32.4,-79.3,1,,15.6
1992-03-23 18:00:00 UTC,32.4,-79.4,1,,17.8
1966-10-17 18:00:00 UTC,32.1,-79.7,9,,26.7
1991-05-01 18:00:00 UTC,32.1,-80,1,0,23.4
1953-07-26 12:00:00 UTC,32.3,-79.7,,,27.8
1956-05-26 12:00:00 UTC,32.1,-79.5,10,,20
1957-08-18 18:00:00 UTC,32.1,-79.8,10,,28.9
1956-10-13 06:00:00 UTC,32.2,-79.5,10,,25.6
1987-01-11 18:00:00 UTC,32.7,-79.8,1,,12.2
1967-10-01 12:00:00 UTC,32.4,-79.4,9,,26.1
1987-04-25 18:00:00 UTC,32.8,-79.1,1,1,19.8
1966-04-25 18:00:00 UTC,32.4,-79.7,9,,20
1965-09-15 12:00:00 UTC,32.6,-79.7,9,,29.4
1965-08-20 06:00:00 UTC,32.2,-79.1,9,,28.9
1965-04-28 18:00:00 UTC,32.7,-79.2,9,,18.9
1967-01-03 18:00:00 UTC,32.5,-79.1,9,,10
1969-04-29 00:00:00 UTC,32.7,-79.2,9,0,21
1965-12-10 06:00:00 UTC,32.6,-79.8,9,,11.1
1985-03-26 03:00:00 UTC,32.2,-79.7,1,0,17.5
1960-11-26 06:00:00 UTC,32.2,-79.2,10,,24.4
1986-02-28 06:00:00 UTC,32.2,-79.7,1,1,14.5
1979-07-11 18:00:00 UTC,32.4,-79.6,1,,25
1978-08-08 06:00:00 UTC,32.1,-79.7,1,,30
1967-06-02 18:00:00 UTC,32.2,-79.3,,,22
1979-04-11 12:00:00 UTC,32.8,-79.7,1,,17.8
1949-06-16 18:00:00 UTC,32.6,-79.2,,,24.4
1957-07-01 12:00:00 UTC,32.4,-79.1,,,27.8
1937-10-11 12:00:00 UTC,32.1,-79.7,10,1,28.3
1953-06-06 00:00:00 UTC,32.3,-79.6,,10,25.8
1878-10-21 19:00:00 UTC,32.58,-79.61,10,0,22.2
2000-09-24 05:49:00 UTC,32.5,-79.1,3,,26.9
1999-11-24 17:49:00 UTC,32.5,-79.1,3,,23.6
2000-05-31 14:49:00 UTC,32.5,-79.1,3,,23.8
1999-12-04 20:49:00 UTC,32.5,-79.1,3,,22.5
2000-09-08 20:49:00 UTC,32.5,-79.1,3,,27.2
2000-05-16 08:49:00 UTC,32.5,-79.1,3,,22.9
2000-07-21 11:49:00 UTC,32.5,-79.1,3,,28.1
2000-09-04 17:49:00 UTC,32.5,-79.1,3,,28
